idx,hash,firstTriplet,quintets,quintetInKeyWindow
4583,21d4ad8fff878716d753cebdaa61f73d,f,#,#N/A
4598,5edb2fec9cad48ebbb0c789d6bb108ba,b,#,861
4611,dc24b066fd766df111f29e4c8af076f8,1,#,396
4638,4fad2a933aeee4b133930141fdab7aae,e,#,#N/A
4640,bb144a63ae03e3e73e918dbbb199540c,b,#,858
4649,4626bc00c9993d4fd0fe11b210f07bfb,9,#,#N/A
4653,56888fa2345270a9037f6201d292ffa4,8,#,#N/A
4655,7429729c0c050232d2111f2ea70f0935,1,#,391
4676,f7bf5884f7e83b720c9436bbb331747b,b,#,854
4677,76668c7b02b30549bb5b7cc63a48c899,6,#,#N/A
4683,ae79354a444115f3c50ba95c07522a5c,4,#,#N/A
4684,e7b0ee4656279b093334ee4c3fa3f540,3,#,#N/A
4685,1f9996c8629d2cd7d44cf9c7989771ac,9,#,#N/A
4687,3708344e3fff4203cc77eb6894086003,f,#,#N/A
4692,3a0fca8bbb12d7621ddec306ed7147b2,b,#,848
4693,a56571edc7dfa1a163f09e1118e8b4e0,1,#,383
4696,e4c7f49d4242f8882afd4d9827312d0e,8,#,#N/A
4712,bd25e1bf4f5554be1d9617a228114658,5,#,#N/A
4723,e338dc73fb966628bf6a1b00190ac7ad,6,#,#N/A
4731,a2fb3cf956f466759f3fffe8019f3164,f,#,#N/A
4752,b87619f5b0c56b1c0321ac555d5a69a6,5,#,#N/A
4760,309585210dabe0bfb1116ba5fe2dd977,1,#,377
4767,432d09cfb2e8f9293b2b36222d907050,2,#,#N/A
4776,69e1ebb9fae9453c69e68002f1022254,2,#,#N/A
4779,576af245cc5a320fddd2c72e0c4c3367,d,#,144
4781,d279521d850fff846d9ecd7dc0dd3bf6,f,#,#N/A
4784,3cfff8b07df5310a69c91c691bc24e25,f,#,#N/A
4799,cd6d72c424415f346ddf5fff30be0151,f,#,#N/A
4800,9d448d888b88f5a0c74314b008e3323a,8,#,#N/A
4815,b1e136c666bdf89cee45aeab13fb897f,6,#,#N/A
4848,7e218d561c7f83ab0006653452486995,0,#,362
4881,f87b3f05080b072aeef1333b3f9acc37,3,#,#N/A
4884,20a32eee7f84c42ef5547a026f965cf2,e,#,#N/A
4906,1e0b1f880629fcadf9c8886e154cfa39,8,#,#N/A
4916,20809f537dc3777bdbf6e137130bf9ed,7,#,#N/A
4917,2630b1f33ca222ed4d4d087c45157b1d,2,#,#N/A
4940,eeed29193e0b8a0f5cd1480d15ff203c,e,#,#N/A
4943,e5000d3e425f08a0fdf894c126493a46,0,#,355
4950,59a71f71e036f67667537301333ba38c,3,#,#N/A
4957,a9a2ba41e2000f4c95e15e0bd5e69df6,0,#,353
4977,8534aaae59460bc1d73aa7a608995f27,a,#,#N/A
4978,ea748658669175988eeed959551974df,e,#,#N/A
5003,8502b4ede5733348fb1853638928d660,3,#,#N/A
5033,f2fd6d5d5ffccc3acb00b4e03f67453b,c,#,#N/A
5054,b38c4cf5cf555ade858efcdceee47ea2,5,#,#N/A
5055,65b88d95a1cbb2e07666bb2d1e025616,6,#,#N/A
5071,3b048983e0a222921ac335426b4ed8fd,2,#,#N/A
5075,f93bf01d0a971962de0856eee47e2f06,e,#,#N/A
5076,dfff30b7bafdd1abca4ac1b85a684164,f,#,#N/A
5092,f3aeb50b83e5360ffdefcd6b5551088a,5,#,#N/A
5110,819f5330e5557dc16cff0fc3cc616f63,5,#,#N/A
5124,3e14a310cf72684aefcbf0006ce20a49,0,#,341
5148,a30007f895b6b393a398fb600c14c3c1,0,#,340
5158,967897bd3a1783aa50409e166a54dfff,f,#,#N/A
5162,340a1dca53914ad999af5144e2a4b1af,9,#,#N/A
5165,f99223c9dbbe4ecba5188819a00740f7,8,#,#N/A
5176,f6eaf308eee69698dbb7d97421f0407b,e,#,#N/A
5199,8276db0830536f1d1e2b222166e4fba2,2,#,#N/A
5205,ab42225735aa31c2cbc456520c62ead5,2,#,#N/A
5230,6c85474a74deb99eeea2e806cd4ff7ff,e,#,#N/A
5258,1c5d3610bc404cefcb2e1b0cfff85a60,f,#,#N/A
5263,df1b358630b36795eee4c126d7664c41,e,#,#N/A
5268,1e48a261b83d888baceb75e9b1e4c246,8,#,#N/A
5284,26c78b034369fff0294de9dc229d3c54,f,#,#N/A
5287,4af30861dddbb96a4aaa42f56c6e6725,d,#,104
5288,1b14e78dba9cf26e0ef4c7bbb1ac4bb8,b,#,797
5298,486eb777cd3a83528512d60c7739b150,7,#,#N/A
5301,8d4df9ce0c18c83a490bd3999b3355d7,9,#,#N/A
5311,d42eeef3042dfa24367ac369701439ea,e,#,#N/A
5319,da1bd7c0d4d77b15eff7ab0d0a3cccd3,c,#,#N/A
5324,f12dfbbbc4a4bcbe05789ef698304445,b,#,792
5325,8385bbbb545767e50dbe18555f154182,5,#,#N/A
5339,97bbb448a56b203b1e4271ba2cc0e659,b,#,790
5355,470bed707e000e352b32ff5648c21a8e,0,#,319
5359,5638830c9ef78dfca1307e1aeceb5fff,f,#,#N/A
5415,935f32f8a650d07a3355590cf1d5bc82,5,#,#N/A
5417,bc1fbe9c0af220e31b918e5f90111336,1,#,322
5424,a9bb2df5aefaaf2cedbaeeecc11bbbaf,e,#,#N/A
5429,47fc591d83aaa227e2749b3d27f13625,a,#,#N/A
5519,c621183aca6b078ecee7499976334753,9,#,#N/A
5525,bd19d015a6d9b981122296a270b726e5,2,#,#N/A
5541,88d79998519454e96ecb5dcb6ac275a1,9,#,#N/A
5559,97e594070c6afdf4eb68c633316993d7,3,#,#N/A
5560,5da341c3dd4c93106669d130f9b69778,6,#,#N/A
5569,b9aac4b4bad0428dc4fd579bed3ccce4,c,#,#N/A
5575,f8f662e6fa5edbe67c3503161375fff5,f,#,#N/A
5583,13e933ce3ae5abf4faf333164509d318,3,#,#N/A
5595,2bee1b69888d85224664dda85357957e,8,#,#N/A
5615,c7ecfca7292411f598e547222835a5ee,2,#,#N/A
5642,c106b793e1222e577ee232227d736eef,2,#,#N/A
5672,127b51b7ad9a22274ff141a022ab82f7,2,#,#N/A
5693,d2eccca47fa57856af40d15c79e5562b,c,#,#N/A
5699,3ad1deb9ee0c3bbb840e634794a5f1e4,b,#,770
5701,84670394b4e7a0c666f541bcd440e88b,6,#,#N/A
5711,68a79fe533ccce64a722dc0ffca8dec7,c,#,#N/A
5722,477a41e65244375edf9b85d28f6a3332,3,#,#N/A
5735,dee676a7bbe8662cb67e15556db16833,5,#,#N/A
5742,839454c56aa6dddc15cfb3d2409bb5f1,d,#,71
5759,0bafffadffd2864a899f870fe06d6f68,f,#,#N/A
5761,b25e222411efcca7ff45fae13b152b8f,2,#,#N/A
5770,dab3168883f54d4bf06e1b39415e3281,8,#,#N/A
5781,c50ff03d396edaddd83f4276ab16bb20,d,#,67
5783,a510c007dddee781e646b4f5fb8d8556,d,#,66
5798,737772b761a1d94b12e4bbcd79449d80,7,#,#N/A
5814,780656ef9eeea433b1055a0f1337fcb2,e,#,#N/A
5836,a97fa2ad9bf85ca251e6e596b7efff0d,f,#,#N/A
5838,a3462dfe1a6732a1a5caaa43b18edb43,a,#,#N/A
5845,4264de00037319de3fd9b34ba054dcfd,0,#,285
5873,73000fde50b3971b19baec84a023f198,0,#,284
5877,0313fb77bcc47779dc7ad20c59e699a7,7,#,#N/A
5878,3ce43027b17266ddbd82c576777a39a8,7,#,#N/A
5879,19244b5ec6d6af097137d999e34611e1,9,#,#N/A
5898,b1857a6cff8ab46c8e2c451bbb9c633b,b,#,750
5906,e1462bbb11eec82781d31dc67832446a,b,#,749
5910,bf3227347e5b2f444da169955b5bd1dc,4,#,#N/A
5911,8cc90ae2d5aaa6debe7c94c12137b77d,a,#,#N/A
5920,912888a3f2446167fc872e37ff395d15,8,#,#N/A
5922,61206d5810f0374c72228cd3d99a4098,2,#,#N/A
5928,01f8e25b8e8caaa0086e9f27af560db1,a,#,#N/A
5940,111a7f37fea9efe6d8a3c2e095f8f6df,1,#,279
5956,139732d9bbbe7ed76e3384de2bead394,b,#,742
5961,f411187b07eb3d33b8a1990f6cbd9f5b,1,#,277
5978,2786dc9520f2c2e739b919faaa6fb8f8,a,#,#N/A
5979,88199983127151c05dd9d071e79a981f,9,#,#N/A
5980,92f665284e5fb4201bba800032ab125e,0,#,268
5988,8de069778ded3300ad96a2fffe555309,f,#,#N/A
5999,d00e8900e7e12ca11167ef1fb3fcb96c,1,#,272
6005,b2f684e391af69998fbbaa9489e44015,9,#,#N/A
6016,0e30d5ff60b6a89ddd9e54697dab036a,d,#,40
6021,8f179a4a1f6e1faed6503c5333717ec4,3,#,#N/A
6026,e4937905e1bb000e70e95e7b02dc8893,0,#,262
6029,82d33302f53c3e397245c9fd6377e1b9,3,#,#N/A
6040,0881355ddf7e793605753eab0f555af9,5,#,#N/A
6044,545001334d67bdf1bbb35b4ee2f1f1de,b,#,729
6073,9e0f39730cada5acbbd670b5444f8308,4,#,#N/A
6078,b0875b6b4e2c02fbf333a954a6d82696,3,#,#N/A
6079,9f7b8afd5c26e0fcb9b72e0604d66333,3,#,#N/A
6085,478f86fd84fe6fa5246d843d16111088,1,#,261
6093,b892716e7eae5f8ddd9339f70842b358,d,#,30
6115,910c83b963b8f4aa02225701b9263ff5,2,#,#N/A
6126,f231b5551329d706f19980e12c68196b,5,#,#N/A
6129,1c572333b5799cc000b683a87877c4f9,3,#,#N/A
6145,810ec50590e31cd88899a8ec22008417,8,#,#N/A
6172,570b6c88ee42aaca28853b32c2322206,2,#,#N/A
6197,e80c39de018d6a888e10f3e21770ec14,8,#,#N/A
6201,06206e555b3f8e08a4a2aea927e9ba2b,5,#,#N/A
6203,3c274194cfff0e44bfe628fc492c64f4,f,#,#N/A
6204,d0a1a6f777b998fca4b62cf290a8f323,7,#,997
6208,0fd02075db7469fac9cfb7bd63338ba1,3,#,#N/A
6218,6777283750c5c102c5c00ae33b814ad7,7,#,995
6219,f1563b896d2ddda0f1f45b8adec413b7,d,#,18
6228,cdf42920007aef4bbc4dd43186183125,0,#,241
6229,54460c6734a999bc408da2ed675e7006,9,#,#N/A
6236,d09097daee5fc6156667808010dbcb83,6,#,#N/A
6237,9aad77d457b24449d87af0a967e6ff31,4,#,#N/A
6243,48b0898476317764000527a15fca3898,0,#,237
6249,18444301b21c25e4fda6063b3cf236af,4,#,#N/A
6261,5315b546dbb96b33d179e7ae6cc3d333,3,#,#N/A
6298,38013c8222b47a78c06a559a21242ccc,2,#,#N/A
6314,43ff8dda2c74d2da43c860e065111582,1,#,239
6325,9990e60f4f0890efae3d103a62f05104,9,#,#N/A
6332,8ff82982eb554947c5310f1a48885a3d,8,#,#N/A
6334,1b4553d02496a1c7355e4cf7aaa31cdc,a,#,#N/A
6363,ffa0d71b694864d3e2d9a062a975d888,8,#,#N/A
6371,333aac9a691b4a233390ca833d8518ee,3,#,#N/A
6379,2506b0ff0bfe2ec5cfc31bfff38c77f5,f,#,#N/A
6385,10d66624b24bdfea8c650c6926da4690,6,#,#N/A
6388,8d58884651d551c80383f4d43099acd4,8,#,#N/A
6392,5b67f4fddddd4715225d90a48d64ad3f,,#d#,#N/A
6398,1540491e6b93a612990e723888149cdc,8,#,#N/A
6408,e6aaae88f28d028ddfab36c8eccb9f72,a,#,#N/A
6410,6ff785e546c80ff6f28f0203ccced86b,c,#,#N/A
6434,f4c001ab0961088b70f1119e0fd19a96,1,#,226
6435,0c017c5ecbedaa80911bcd92aaeee67c,e,#,#N/A
6440,4e9000d5fcf1dfb9cb8af03af6bea59f,0,#,218
6441,3434f6eef76d74c5bb7bd98cb7844495,4,#,#N/A
6443,f1c14c7ae0002be21d69100bc2beba6a,0,#,216
6446,7aa111dd500ba43c32c9a2bc09e78b36,1,#,221
6457,70cbbbee54a38293514a77389aa72737,b,#,684
6478,defbc835c4fa72f52e33305c8024756a,3,#,#N/A
6483,5f91e7b411c6144463dadabf36163d74,4,#,#N/A
6491,ec30dce8eccc6b4023222cb0c9452ea7,c,#,#N/A
6516,3c4357a128c6b2728a5ba55df18886f2,8,#,#N/A
6525,376ddd1d17db1eaa38e65962a09c0bb8,d,#,#N/A
6538,b43e7489b5b999c6b01647f60c0ee4f9,9,#,#N/A
6544,0782418eeec7b2177465f5c6abee50b6,e,#,#N/A
6558,6769dc3aa3a5ce35a06c66611bb0bce5,6,#,#N/A
6566,358d999aadec2922d294ebaeba8018dd,9,#,#N/A
6577,84593f6b9ff4454310f6201c13d33375,3,#,#N/A
6582,64a2fdf7e607c679bd269aaa55922402,a,#,#N/A
6584,34d3d12fff574ea0de3770ba05d66b25,f,#,#N/A
6592,24546155e6016ab7dfffe15f18e4ac55,f,#,#N/A
6598,f57e962021945bac3aaa18539d3c41b3,a,#,#N/A
6619,b8cde3935c3fff838e0e361efff97c1b,f,#,#N/A
6621,80698890dfddc000efa3c78939f6982c,0,#,198
6625,2b088aa95610009763b983a416522668,0,#,197
6632,1444b2cde9e1ff67bb7a5e7fef4c1eb5,4,#,#N/A
6640,eee47b72d705e1083f6f903de15d2c5b,e,#,#N/A
6661,7efa1adfe13093247e447773d1f3b95b,7,#,946
6664,beee381bbde4e9a5250de2c794d5fe57,e,#,#N/A
6675,7347dd95173762d5d6c75247593accc3,c,#,#N/A
6698,4bf2b73f685c56a15b2b666cf18b0fce,6,#,#N/A
6700,ab7047b9b241e47ab3275f45dca9aaa4,a,#,#N/A
6702,96ffb7c8b5e2c80b0006a7b9f3210e82,0,#,189
6714,38c47932f8990555a787c2a5a7080cc0,5,#,#N/A
6717,b9888a196cd8b7fcfdb6cdb984bd6478,8,#,#N/A
6718,cbdc636600cb492aa4998d40373fff51,f,#,#N/A
6732,0aba2a8f1c5ae71b509ef13508175556,5,#,#N/A
6759,c67110037212875dc91301117761df4f,1,#,190
6763,38d32b8334e2f172a47d91ce3e3ad222,2,#,#N/A
6768,53a85d597eabb775d5bbb4175d989c34,b,#,652
6778,b73fdcbf1bec14a372f4b618eeed2b6a,e,#,#N/A
6783,a57e55512ffc6066e48697d45691660c,5,#,#N/A
6796,b0e4f4f97d493f7e644451d4b0f50333,4,#,#N/A
6818,6a6c90c4ba91f5d25c258b75ddd9d205,d,#,#N/A
6820,35eb4ecfea82dd3d5333bef8b4890c4d,3,#,#N/A
6870,b792f277f2c45fff2b7f1bcea67b4995,f,#,#N/A
6872,9f202f10b8397ac78a8509e1e1577ddd,d,#,#N/A
6876,6bbbe8b1b8025142cb535f7d05d46339,b,#,644
6877,1d02514ab4cdb8fba64eeeb3ee69c4b0,e,#,#N/A
6892,c87009c3ebceaaa658a3654e977e0445,a,#,#N/A
6901,a72721abf74e1ecd3bebcc599945659d,9,#,#N/A
6910,e78fe8e60c5002833a7888debbab574d,8,#,#N/A
6920,d0957bbb43f1366f10e6b4c1f3d44179,b,#,639
6946,c26d26ffb5f04c0fa2a2b948512227c3,2,#,#N/A
6968,1726fff2f761149bf9208e1217cb7e0a,f,#,#N/A
6973,6e47e986612e0c0666def4c832f740f6,6,#,#N/A
6976,29dc8dc718cc5bbecb64bc3331381dc5,3,#,#N/A
6984,aadc5b6af4729b521fc952227d674738,2,#,#N/A
7009,6929792b8349fc41119286efa73a27ac,1,#,169
7018,bbb34f59b05307eb2ea530a2741f825b,b,#,632
7028,8bc008ccc4512e696a18a7317993dbf2,c,#,#N/A
7035,e2c80419ff6cf28ad1f1aaa9d02c5620,a,#,#N/A
7040,2ee6459435116d28333b0c8164770696,3,#,#N/A
7051,84a58322a888a7f778b2205defc2a858,8,#,#N/A
7062,e7a24f366693ad1216e826f5bf3cad28,6,#,#N/A
7103,ba26fc3da111a392ebbe751cd14de3a7,1,#,162
7124,f1ae492fff13f12207c555cd91e1f1b4,f,#,#N/A
7152,e61eb1c444cc51245d61a2c9e6806a39,4,#,#N/A
7153,8f1276318fdbfbb89d1f8bbba09af8f7,b,#,623
7160,9995bf18026daab7f77d95ae0e35fc2c,9,#,#N/A
7168,13052b66fa02c1f0c14edeeea5cc7ead,e,#,#N/A
7174,0247e5793ab896698000da549e67b331,0,#,150
7184,584054ebdd24eccc47f2f7f081de13ca,c,#,#N/A
7187,eeec815e35b383c92b03b35eae24ac89,e,#,#N/A
7203,208707334a333d17e390c0708a7d1eb6,3,#,#N/A
7204,ff0b1d1000d2d4b3c7341b2e2e1816d5,0,#,146
7225,6000721040d890ec5c4eaa2d6f6cc99b,0,#,145
7229,3ecb06d9c66c2e58034dd2a636eee04c,e,#,#N/A
7232,54b7ee4cb0dc1fa61321c9d0888580e8,8,#,#N/A
7234,92c68031702173ddd0ab715106e04f70,d,#,#N/A
7243,9d0cfddf322261cdf659bc199ad37b00,2,#,#N/A
7249,b8f5e98bd484471e1af32f4fff9a457d,f,#,#N/A
7250,f163322e06bbb1e7003b2bdb145710e8,b,#,609
7255,fff8b294b3aad32ebd8285fd3085a90e,f,#,#N/A
7266,c556a27f81b92cc82430c888cd12cfbf,8,#,#N/A
7268,9f082397e72743baa668da50fcc33aaa,a,#,#N/A
7271,a0200032cece2ff444dee9522e3450d8,0,#,135
7278,efacdeeecb7c25fdfade9202478c1ebd,e,#,#N/A
7286,66b2fdcc9106e7bbbd8f269f8a0c2519,b,#,603
7309,f22c04e7e798777afb282619b37661ab,7,#,884
7321,e64dd9ecb6fea861d0c11bbbc0565be1,b,#,601
7325,06d921a94b4addd66742ec56a6d8499a,d,#,#N/A
7339,4c2070dfef8d119910910fff1f25641b,f,#,#N/A
7345,49bb9dec048d74fc6d3111c18f2c1bbd,1,#,134
7346,fdba80c09fe21165e1375ef74c41cccb,c,#,#N/A
7350,73b8c9a4edc04098da81a7a7778b43ea,7,#,878
7365,61518b3d7e42b607bbbaa59a247060b5,b,#,595
7376,83074198144473aa59d9e6c0c77210d6,4,#,#N/A
7431,084a90006b464661e958709c1a408eb8,0,#,123
7437,999c610064d1b9b2d1862c54459f6fa4,9,#,#N/A
7460,0d971d85103888e5a2105aa46262ea94,8,#,#N/A
7474,c4bde17a966622c0e9f262c2c2a85aa9,6,#,#N/A
7477,caaa744116aa9169f5387857ccbe4db0,a,#,#N/A
7498,e7e1d5be6c2229206720aadf694062b1,2,#,#N/A
7500,fa99b066a788838c435bf3c6dd6aa50a,8,#,#N/A
7509,74ae34276e3a301d09b816e90b88893b,8,#,#N/A
7524,81cf651888a6106eb9d80006d2e035e0,8,#,#N/A
7540,1dd6f43254dbed697ed6cd8ce779eeea,e,#,#N/A
7543,8065892457924b52a80555a755f0c902,5,#,#N/A
7568,28884fa668775010803d047e66425dde,8,#,#N/A
7586,ce5d7b8ff049a4aefa473ffeee4e153d,e,#,#N/A
7610,00e08a55522bc7ae2fa56d524c8563dd,5,#,#N/A
7621,7b7aa02220021c87dd0a33a46a5ae99c,2,#,#N/A
7625,f689405abe704ddd3f5557f95629c8f5,d,#,#N/A
7633,a121b5b3866fcbd2da91fa543baddd2e,d,#,#N/A
7640,041c788aa24659effb0bdaeff74442c1,4,#,#N/A
7642,6c9d9de4bbb495422cd252ea137eb533,b,#,575
7667,c0cdf01061b4cd0b5ca43058fa822203,2,#,#N/A
7683,ae07bbb9b633e477d515dc2a6ee1dd99,b,#,573
7700,e1fb7dfebbbf9d6bbe51b5ef6172809b,b,#,572
7714,7028d842fddf8d1113e7c97a3dfdfb3e,1,#,107
7726,a4880ee0510f5c8df9d3999a9796b336,9,#,#N/A
7738,2afbf34976f2ccc87ad53806f2a942dd,c,#,#N/A
7752,116bc8880e26547a190b28f7e9608e2e,8,#,#N/A
7764,b211e0669333e5d859a77d4032c66891,3,#,#N/A
7770,9f39c14222fbe2547f25a5dac90a7107,2,#,#N/A
7771,35f7775e0174f4ad01bd17f21afe104d,7,#,847
7775,d7f8f679fe8bcc8f8bbb54e391cfcc95,b,#,564
7792,3abbbc421a7a92d16597115624843aa4,b,#,563
7833,fab1a818df14b380111ff51230f15f5b,1,#,98
7851,a8886714acc3a3e7fe84188ecbf3eef5,8,#,#N/A
7857,175697873eccc49ac690322111307eb7,c,#,#N/A
7858,21dc11447df0bbab74d750bac5b66000,0,#,89
7875,2ee555aef9f339c035fa7ba4ccb6abf6,5,#,#N/A
7876,d362200be36507437cb3e73c05eee513,e,#,#N/A
7877,42b71e8c3d17720db7ac77333f0ebbd8,3,#,#N/A
7890,a6df42c30dbbbcf63db6d0cb20c72799,b,#,555
7891,813a64defa72c379e4be5e135f222fc1,2,#,#N/A
7915,39e8ce9eeec1c9b8c26a326ae51d2419,e,#,#N/A
7918,feb714940e4bec85b85e1ae582fb0001,0,#,82
7935,098b1555648808099a6ed8cf42d1a780,5,#,#N/A
7936,66a3335b27edd69e04e57e3cd481c5b1,3,#,#N/A
7937,9c62f9cddf7000fc82243fe63f633397,0,#,79
7952,f066674d5843149f945717d95bbad877,6,#,#N/A
7960,6022c25b9b02fb459ddb98989dddc481,d,#,#N/A
7966,25b0de7ea82f4eeec8b71abe3cd1db3a,e,#,#N/A
7986,5d007c3dca2c3fff659ba78235729ef9,f,#,#N/A
8001,073e68090762bb3b1a2b2d43337c71b0,3,#,#N/A
8007,86f4fd754347d204476bec6f0cfbbb01,b,#,543
8008,b790f777f1a5b8657611092427a71b57,7,#,824
8042,a508b217c92312d6a111af6253bff7bb,1,#,77
8045,1611103e70484e441e006f1bfb2b3374,1,#,76
8071,61c470969b2f7aa617e69998acadb9dc,9,#,#N/A
8080,b7280cbc69c5e164222446bf3d404e44,2,#,#N/A
8126,67b601a2724dc24a062d50f5f222489e,2,#,#N/A
8133,904f4f5cccb3ae6a3d02a04289d0bc9f,c,#,#N/A
8183,eda733b036c18c11134f8c60faacafc9,1,#,71
8210,b831a5a8936854443e4d952abdb033ed,4,#,#N/A
8211,a5a0f35ea444565a13511ba7df86daff,4,#,#N/A
8214,0dfcfbb60867f3841559cfb344402b71,4,#,#N/A
8232,f611148c30ba768ee1be17cccb00acda,1,#,67
8247,bcadf8a09b19c3332eaf31b30717ae04,3,#,#N/A
8250,343c3ada5a715b2dccc399cdc5ca544e,c,#,#N/A
8257,93d644e83c748126b6d8d3f44481a001,4,#,#N/A
8286,17eefdeee96e1860206d3ffc3ccff5e8,e,#,#N/A
8287,2d0f28e0b5d86cb1719a5eee77847cbc,e,#,#N/A
8288,2c8a6c5d38990d18406660772eb78706,6,#,#N/A
8297,fa66643126d058bfa17834b5199595ff,6,#,#N/A
8309,3eb2982f5738559d707d48015825eeea,e,#,#N/A
8321,f9444388672599f79d6e6b12ca209071,4,#,#N/A
8332,55428efb32a53cef2cef96eeeaae052e,e,#,#N/A
8348,afb7b8c9885aead660eb3f7f7666b6a0,6,#,#N/A
8355,ed2426f7dd445ca1d703189510431222,2,#,#N/A
8360,e67e42b793dfff35e5e601c2b63cba1f,f,#,#N/A
8368,5e4649129ae9d222ba907f466266a74a,2,#,#N/A
8382,ccce08efbd5440ec273168e7b7207dc3,c,#,#N/A
8386,d76f16e19044c203cd969995de428253,9,#,#N/A
8403,3eeede411f94cfd1f537678497729f68,e,#,#N/A
8407,66c6c08de62ab7000533b6b6450cf1f0,0,#,43
8427,b0a833b9bf9989154eaaa77616e82935,a,#,#N/A
8431,b91baf5000515c05cd2300a88abe7e6e,0,#,41
8437,a0fcac42a4fb286e78aaa61e7638faab,a,#,#N/A
8438,cca8e869ddd12459cfd1fc9fc8f7d666,d,#,#N/A
8442,874347c0f220830bbbf1afdf9deb18e2,b,#,508
8446,d0613d4ae7d227fea22239d26f84c5b2,2,#,#N/A
8451,541f88d1c48346b272e00222cdb58347,2,#,#N/A
8463,ff8c635b04e999f93fdc66b954674621,9,#,#N/A
8487,d91ddd5cd49cdd21a29f9449ca32461c,d,#,#N/A
8498,3221d29eae2113cb3d07775d8e72100c,7,#,785
8503,0a09e8a057d6912b5cd26d86000171f1,0,#,32
8506,891e5c7ee1b5ee36bbbc2536040a24f4,b,#,501
8517,5bb71493cb844593059c9385af111498,1,#,36
8528,b5cccb580d5cec92cd17d6c9cc693618,c,#,#N/A
8542,033ec038c3963c5f44474fe0de29a91d,4,#,#N/A
8543,da6b1444182b12474a787c15522c395e,4,#,#N/A
8547,14b97ef2915176c44ea1387e8bbb0604,b,#,496
8552,06190abe856eee3a4996b059c566222d,e,#,#N/A
8553,436996a555ea853568e9af5ae5c4b735,5,#,#N/A
8566,0a01a560850ab68856370d418ddd8ac0,d,#,#N/A
8570,899902dbafbd9abc2064b22aa7b562db,9,#,#N/A
8571,7028e606b34a87fef76a04aaa7852cfb,a,#,#N/A
8605,cf93ad1af444d06fd8da2b4349381ac4,4,#,#N/A
8619,3a745b4de57f99e4b691318e0cfccc9a,c,#,#N/A
8620,89ccc5f8acb141d1e30aa4edc25ae37b,c,#,#N/A
8626,1d000dd00e3653c29e0fa801d35de7b4,0,#,17
8637,99d3de2227aa71f045f08be29b5b89bf,2,#,#N/A
8644,abfe5a999611c21a94285f9e4e1dce7d,9,#,#N/A
8650,0d86977f0370d2f5602f666d574209c6,6,#,#N/A
8661,6f730340d0bc9aaae5fea6814b3a385b,a,#,#N/A
8663,52cdc8d982e1666ee892471048bda2c2,6,#,#N/A
8666,4378f1695f6f11aedddc1c315cb2d33e,d,#,#N/A
8672,0a164547f03ee46ece5f2c2e15580007,0,#,10
8686,386a4faaad42094401c80f573f8c7e36,a,#,#N/A
8689,7770097df93c1641e49365ffbc9808c5,7,#,760
8712,af28c8bf7d49992328c25baefcb8d1de,9,#,#N/A
8714,424a17f7b5377320444bd46d68d67620,4,#,#N/A
8717,06a3745d258e9aaaf11126226be217aa,a,#,#N/A
8725,fb517770b7d97a4dafac324eab055b69,7,#,756
8730,5d4e1288f07a53bd6ad1a8000bca06eb,0,#,3
8731,4583cacb56141a4b7999077e5a57ce43,9,#,#N/A
8732,c2f5f868150790b352e625d49e18882b,8,#,#N/A
8735,33700000d206321cabda144e627f9c58,,#0#,#N/A
8749,f9afffcf88ad3a7d7530fb13d3bad224,f,#,#N/A
8757,a48d42bbb7a69ddeec929b404908fc85,b,#,468
8772,94cc03f2c663f898d2b9a5dd2666ee52,6,#,#N/A
8792,e53a2d0b8773363c3c93000f6fbe9447,0,#,#N/A
8809,8bed901f62e9cb1de818e947ddd9adf1,d,#,#N/A
8811,c3d313e7a72ea2111114dd4963979596,,#1#,#N/A
8816,e5fb8f5834a1a434ef8c9769555750d3,5,#,#N/A
8826,59ce8e56e75624c8bbb3c3b0b2792a44,b,#,462
8840,d0c98cfda002139eeebe5ee74aa0c7be,e,#,#N/A
8867,cccba8fbb7eb1c0634d4205ed0ac945a,c,#,#N/A
8868,9e1353674e5463339601df0744c5b7df,3,#,#N/A
8869,448fe6a3d5e424c659d8f73f6192b555,5,#,#N/A
8870,e4d1b2bf671fecceee1bc2938a2afb46,e,#,#N/A
8871,1be0b7a92d22435a4b041a738886b8ca,8,#,#N/A
8898,257f8327aac0fc80db8dccc45b46d5e6,c,#,#N/A
8905,08391a71d8a3accc6fa1168ef8df0f53,c,#,#N/A
8909,aa2abf406a06f86d7259124dea4d2221,2,#,#N/A
8935,717875e25a15f9fd438520ca888b70e2,8,#,#N/A
8937,b5c18c176b333da3878c95766c352828,3,#,#N/A
8945,840977efd78c97b0572313eeeda0ee9c,e,#,#N/A
8951,9b6d1a73447c14fc5c6c2bf32949b222,2,#,#N/A
8960,b51b762a4c57c1bfff786300ab6366e8,f,#,#N/A
8982,a5bb251b30bbb1548845a208700c5eaf,b,#,447
9029,ea2d553331f10dd29290cee53f65a4b6,3,#,#N/A
9033,2a1fd92aa4f465d34220555ea59ded95,5,#,#N/A
9035,31810ba377f361955582e39c6dc273ec,5,#,#N/A
9043,5da03cb6c500014ee68631f206cc29a3,0,#,#N/A
9047,32f97779f072d24af6b7601c71a8549a,7,#,724
9086,e325e6357b3fce87a2cb786714ea9bbb,b,#,441
9100,ddd54a94a72cdd0816f6f641cba74d37,d,#,#N/A
